215622808, 259079004, 64716959, 351526328, 334361603, 380649753, 142066277, 215560840, 60733369, 335905371, 
161207149, 347854338, 88779286, 256526002, 94160968, 170678438, 246123675, 128223781, 74870642, 87900201, 
161363603, 129068900, 326427180, 317376081, 498922886, 326247798, 113709101, 362499324, 294567405, 27708402, 
203792539, 451747572, 95039, 446096383, 471007730, 491467333, 19100089, 209080465, 498827352, 459936606, 
236205861, 194448541, 305123121, 142967554, 371229173, 148802184, 387190196, 17814232, 471882601, 238662764, 
99508169, 141059465, 287965549, 28385068, 53103401, 110915140, 278592008, 105053405, 376024553, 232802572, 
150299711, 291783312, 48067747, 218215475, 179614113, 50069477, 64303834, 430463541, 362109961, 16322974, 
326505823, 317541725, 219760449, 187591072, 323723436, 492575618, 39895112, 343217820, 177289389, 126518740, 
60782017, 233524740, 29688990, 487071376, 296274875, 170252602, 421911699, 323388717, 117182345, 404490673, 
324753756, 366748371, 93311052, 456463367, 322028096, 75384143, 73074746, 87282854, 340056823, 154379774, 
50224267, 74798463, 390395395, 312771706, 498698005, 306429995, 68942915, 175857393, 342601971, 343937598, 
468549921, 72260412, 137752714, 137537049, 261566691, 131337877, 53328911, 252642358, 219317283, 416550276, 
308687476, 361848389, 393556011, 279446752, 424721084, 321841270, 49274309, 223738697, 244315199, 56198628, 
444535785, 435196860, 294554256, 155829838, 435772443, 287564488, 174106392, 108659986, 499148532, 299640747, 
79552115, 482065500, 9821091, 346112468, 99268918, 150041918, 234742223, 34842187, 121945324, 145210596, 
276663647, 317122976, 290742054, 157899041, 41091421, 127663842, 299572959, 303873764, 173522897, 444938791, 
232335752, 151873510, 295451395, 237158037, 185422338, 171780261, 214752200, 175511705, 178781984, 273449894, 
276887970, 159709938, 330783974, 401738953, 153694777, 367896967, 189496261, 126177127, 275277483, 138793086, 
453800009, 446635760, 182470487, 200241251, 206164478, 140095375, 464781976, 121343132, 254413755, 445419325, 
482569851, 82908849, 26421902, 95521325, 277995026, 88889420, 131974794, 73009901, 181787010, 321763195, 
441938653, 470749647, 408360953, 412959322, 334412872, 285800969, 435022078, 194325264, 196325251, 47586302, 
11550906, 382022651, 9390926, 161412968, 49114816, 153434279, 499456002, 366441288, 307310536, 474102511, 
432721891, 384315043, 81200442, 180144267, 228452842, 158790979, 57236131, 56073849, 349077858, 39096052, 
255386305, 1272920, 377186158, 421658763, 54851477, 319680092, 458798469, 164868220, 248011885, 241418469, 
181949695, 114418, 199895106, 252537611, 188023739, 151602040, 93466166, 272028875, 333816474, 445541523, 
60573089, 102982438, 367025688, 442803254, 267455956, 400890783, 444305700, 321073078, 491766167, 350315035, 
315114703, 264635431, 111820376, 424525170, 239599199, 141552664, 210764304, 16515654, 128387169, 73298164, 
407005576, 166578146, 269442182, 117606857, 336222684, 321912384, 101920190, 282144508, 306115897, 194377533, 
254403897, 267747180, 68542712, 283840575, 313496788, 401667370, 480221828, 53881007, 476607464, 94836546, 
245114146, 128181895, 268671108, 363605841, 67240160, 253677597, 38684249, 250351037, 72433857, 491434101, 
54802414, 58361417, 300568477, 248963985, 436658186, 242959024, 19189353, 250403670, 486667298, 131539843, 
65354601, 338197946, 93374111, 467240401, 146143980, 135738964, 140331678, 491951517, 409942383, 396927536, 
21093583, 326889148, 132682741, 488304008, 87184579, 400593951, 445952473, 395575860, 447137449, 148935518, 
311606493, 192529253, 306787569, 241175715, 299349629, 203108836, 382935660, 25059427, 489287203, 54743004, 
287084336, 397906458, 310675278, 447891913, 215023487, 456606500, 134343672, 162812232, 236701706, 433389899, 
10923816, 303521357, 274658570, 178013645, 274492301, 243141900, 483652921, 470531349, 353517787, 91957188, 
19035640, 33191249, 289298737, 56477835, 325231902, 275404814, 46504078, 449073723, 140440756, 329694412, 
96852357, 134142737, 236479856, 407827843, 236007949, 87501838, 10193003, 370134036, 350185220, 491839097, 
378126850, 141212306, 396978943, 172211813, 59255847, 498816481, 311619421, 179621515, 475864001, 160790633, 
121425342, 492160152, 128851851, 481886699, 85255915, 266437522, 352555912, 310587066, 197808546, 135677618, 
435089823, 347905615, 477102429, 23001325, 161614210, 218518638, 87670656, 474340907, 448789055, 147073302, 
307133449, 445581308, 312916766, 315873778, 402357494, 470857664, 270436266, 187990286, 10273432, 342294332, 
181124814, 28222715, 281389483, 293627292, 177818348, 271354763, 407684224, 466743533, 346643996, 72987162, 
186289813, 136291414, 421128557, 82324913, 26828465, 300344346, 81311866, 38340697, 431447881, 103465307, 
233346025, 377974481, 115810882, 310316950, 79165768, 25554132, 260677383, 157418565, 69290370, 280373999, 
244091956, 95462715, 24463960, 193809796, 452689331, 327231368, 41276230, 40703075, 279988037, 230300634, 
375117642, 225419758, 198093209, 54965573, 92069506, 347422229, 60851719, 63003937, 59359506, 376450760, 
300010246, 297238776, 489579735, 144353561, 141066070, 305802830, 13557976, 82931299, 350785311, 101754664, 
33129813, 64438728, 456863907, 45941396, 171340869, 489639129, 48085062, 115495548, 241952538, 433712648, 
256108262, 431041258, 459434284, 153910252, 400030222, 462920245, 238223531, 254787466, 276308995, 58539733, 
194253676, 113000911, 417269551, 275735578, 149516058, 365391055, 293018305, 411027107, 25008682, 455654685, 
94637763, 220160647, 344749347, 212299419, 389389711, 105745948, 186774702, 2435752, 324491996, 356093893, 
349513386, 42744439, 449903232, 257192240, 390509877, 250555322, 379483517, 90768579, 97109722, 77977749, 
370673202, 161245135, 439766858, 409380954, 72876879, 251613009, 328213132, 461820949, 110717354, 402540929, 
396979536, 4574899, 119645418, 182035470, 253609362, 457031558, 336530524, 236345999, 499379481, 469595305, 
245283474, 409016038, 412506436, 246493968, 215087139, 12791734, 209379370, 85100664, 161212161, 271163897, 
31939029, 277330154, 130638239, 430093986, 268484317, 342749633, 321949073, 112424743, 140239677, 186072748, 
150583194, 28106172, 321556082, 466636940, 291811568, 70027522, 110756765, 440493768, 129231126, 262564978, 
369542945, 70814440, 31202109, 434230766, 347149782, 85275876, 432106951, 294440566, 228588160, 306966744, 
57738104, 52098788, 72200025, 19855485, 246081044, 312910387, 728614, 222315498, 1658597, 243590812, 
455072356, 469131183, 37447480, 133870655, 113031858, 383764134, 401011815, 446347447, 208816127, 330666446, 
239157366, 314680852, 461848349, 26897922, 22704688, 41373493, 203797783, 437179418, 125518310, 359046672, 
482540827, 66687333, 346869784, 3361563, 477501780, 367161810, 189942902, 58825063, 366163442, 437648484, 
431515099, 386551164, 126916382, 314824143, 493542543, 430674968, 388720213, 170207531, 191852325, 141207360, 
275679967, 405830549, 493566187, 8218007, 143086217, 266190083, 41603460, 279755790, 27193186, 145648968, 
281392783, 476752442, 385238523, 449638733, 214198413, 329877541, 229606394, 39255762, 9026781, 203286453, 
232552096, 17203651, 101336851, 58889698, 442241658, 282826221, 22884348, 65396891, 324308828, 35012266, 
15049005, 468201858, 420913518, 264753949, 112934531, 495335979, 248278879, 484754769, 195326558, 31474485, 
224430888, 456683338, 194879218, 419038038, 419163724, 187025772, 414349438, 332625845, 436141975, 284598535, 
103222352, 392731723, 358242655, 176174190, 462971007, 321198244, 51181277, 303229312, 236626790, 382488813, 
140089968, 311652199, 128476996, 371937585, 291247468, 438570273, 350524909, 204792783, 277395578, 164492659, 
52653707, 426391962, 58127655, 197713169, 471659625, 264014582, 187840878, 77939096, 439665764, 223841132, 
251263321, 385101894, 296426396, 250106717, 140572597, 455251158, 258748762, 486426425, 413357755, 286619580, 
41861995, 128865958, 238301858, 442888728, 279121385, 292240967, 17240910, 489152558, 54769004, 415917220, 
11163437, 492300924, 482082854, 12184398, 77866430, 55376024, 169156439, 84400407, 217919541, 303467085, 
407820969, 336477431, 130125779, 204286305, 57709637, 348297567, 74110733, 196130471, 91234250, 412478093, 
48673448, 211767750, 340467143, 165684849, 306845353, 149853108, 149948207, 121206564, 143270224, 379263424, 
421240158, 265199914, 213929042, 410621213, 321768110, 258400911, 373323466, 16195703, 145386677, 179917451, 
127566031, 164827942, 53084165, 42067404, 203621075, 79783519, 105979429, 369666091, 316077972, 179613093, 
313477629, 455204286, 25336497, 289586387, 160061441, 143468371, 24729881, 495702135, 43539121, 214581361, 
387946372, 206165710, 4437008, 476770508, 369698500, 490459505, 228481364, 89328189, 149620527, 452722507, 
321430892, 281056284, 474946950, 31351790, 168068733, 471912786, 255154033, 283874607, 347609083, 353951640, 
366921434, 193272365, 28509030, 447044473, 147258240, 231453491, 362536241, 30582705, 109505785, 232434910, 
297637075, 352030375, 282409614, 114548150, 172302395, 165815272, 277697353, 109846474, 8920448, 498557348, 
114505636, 317025467, 452928049, 381079102, 195073693, 183711263, 19871342, 333512540, 173393326, 487544630, 
3860989, 106029045, 435100613, 42769185, 375596418, 163620944, 218944912, 407487836, 318277818, 34087806, 
332812173, 341451874, 478594944, 448880336, 125698399, 313733045, 339569195, 488493157, 343749657, 199806056, 
271910356, 132792387, 344188996, 265911930, 197488740, 442925402, 243402497, 149225954, 322096933, 65952251, 
292473166, 407578914, 101134773, 347371514, 287568008, 408794274, 410115357, 401617130, 279082887, 157330425, 
91609836, 174236215, 279404994, 32464792, 366492807, 379286027, 316827317, 38547139, 363260325, 347491111, 
410322608, 45805893, 421691779, 245189343, 90694661, 224914069, 406966748, 190739309, 373336599, 494525028, 
113216817, 59983444, 260447980, 31153963, 128712861, 250893561, 334465889, 314613974, 470954699, 396840366, 
403222591, 130963484, 414040799, 208412089, 311307932, 24505357, 461565916, 149674246, 362035030, 286604902, 
467748900, 37939710, 274986770, 417665683, 154662093, 166104963, 166124648, 59703147, 431110031, 237344301, 
446877942, 81549578, 116212118, 256012314, 305155336, 497797157, 495568367, 104885605, 285493862, 263989126, 
488757566, 74954288, 201470880, 275276230, 39755257, 465131355, 95231146, 214227889, 341696831, 167661855, 
249607344, 306491853, 109923502, 89984638, 233351802, 46612977, 102543384, 15222000, 362061479, 191544816, 
54007202, 327733112, 396696633, 402270823, 330020160, 402256002, 153253770, 498377333, 275312404, 1825264, 
307180158, 431251178, 120552428, 380674681, 483421569, 489318098, 107357299, 413316374, 439843572, 54178875, 
293769134, 427221661, 280541613, 127410736, 443464604, 352043652, 463990588, 101588192, 278553163, 376635135, 
146161455, 250458606, 347331110, 306983309, 445502807, 382608312, 204599778, 200576866, 259002576, 130877491, 
27235223, 260231022, 301522476, 478070714, 339948129, 314189858, 232528134, 375712355, 266924543, 196450330, 
449779523, 3529663, 109821527, 134645893, 153021190, 473307129, 383539307, 331861932, 288195048, 225052515, 
404305273, 188620806, 408125640, 311377528, 479095269, 188809971, 445265542, 234329799, 344414474, 57939011, 
58080230, 351782160, 439428370, 134557686, 63863694, 495918981, 44336480, 198863665, 317955486, 64759336, 
270381135, 34781999, 476042078, 330153080, 307830024, 334374056, 335604461, 265120808, 163765294, 476047099, 
316655381, 26579372, 161875964, 199854419, 129446031, 376721728, 3766371, 434402204, 302526049, 483732700, 
220366750, 262772368, 258880070, 274709394, 454443828, 219994118, 346321374, 206060601, 16640533, 359394659, 
252283949, 477719746, 205055566, 262615901, 170258803, 82840734, 307311576, 243943696, 46091159, 379776151, 
55511146, 493864452, 24600476, 490299007, 108115910, 258104847, 148841468, 362498346, 17610353, 244117138, 
458943035, 319799605, 276523913, 42980171, 320433527, 131319853, 453369459, 13454232, 421350435, 449269638, 
11526008, 430791740, 226919586, 338281699, 400799101, 198927817, 87629635, 91593054, 38175167, 74671877, 
130684789, 53958759, 442192028, 375312738, 196581191, 409534696, 98275157, 204535278, 191641968, 376824713, 
494180046, 341549741, 85593122, 202255169, 155243386, 305212696, 238921044, 356580623, 43570439, 238015714, 
442730848, 75671003, 246603931, 17145496, 53813836, 165933329, 174084278, 435672112, 20000724, 358427580, 
430493093, 324626764, 321619502, 131088722, 470797365, 7812478, 133592527, 191924174, 499211960, 349596890, 
30735861, 240287529, 154964224, 132700386, 493729481, 482705356, 490825191, 112639479, 35403831, 220684108, 
109525672, 407513023, 49621522, 179765738, 322701498, 439349840, 106707419, 104571910, 163918723, 184786461, 
263028069, 85340405, 9356224, 466835565, 134296269, 200637104, 329159144, 42354192, 207630863, 164579377, 
10292147, 75147322, 22732116, 185418080, 284356548, 75976876, 346706374, 289656541, 207619001, 198857153, 
104010072, 494914834, 100564363, 114521503, 420312812, 332452311, 158133837, 203016335, 107623071, 310436072, 
402724181, 409252319, 137798650, 182706100, 259987408, 173704455, 350698206, 183691301, 91193412, 233778504, 
120494746, 318520597, 156376251, 327600209, 30614003, 250626110, 157899874, 131541906, 199266850, 82601599, 
400108237, 72575943, 13577617, 454771774, 439925502, 214812184, 93223259, 147326411, 293394410, 61281864, 
371848267, 190281940, 15528216, 201330171, 411217566, 305065991, 233705130, 248674644, 146150576, 346455352, 
234445915, 366047031, 413119246, 302264055, 289322927, 105217606, 479766287, 382956932, 98799841, 34643511, 
315869749, 483756286, 288338803, 255634903, 427357272, 401566806, 427283627, 131926237, 250174592, 367163105, 
265653342, 117352420, 280141210, 168751817, 258801324, 490729575, 330474994, 181105575, 102792364, 480163895, 
126745784, 398488123, 394912314, 226194639, 295999289, 145827916, 478111707, 176750425, 199794023, 160424921, 
193702442, 244783470, 282487473, 262400278, 434806010, 118913981, 86420323, 489339103, 427419927, 443433953, 
297802153, 431577764, 145417399, 235319845, 482847933, 496494230, 6548760, 33585554, 403706369, 459505667, 
59602200, 498708837, 356237666, 12687634, 132888993, 263051457, 226745574, 200962313, 465319270, 374203256, 
482936854, 23190972, 470998717, 483801292, 425662303, 20779895, 498676179, 351501385, 78450315, 62393593, 
234096944, 222488544, 369559930, 266801621, 372303361, 472601849, 291961104, 175938043, 201896709, 107787438, 
266214286, 153698261, 361721268, 264523270, 280495156, 367693142, 344163384, 54853259, 288408445, 447948794, 
365603067, 354817761, 481446492, 262707663, 465208725, 401218519, 156421528, 488460954, 258131209, 190949190, 
489758491, 76913558, 43986880, 252380217, 233963033, 261159579, 342143386, 362118363, 449426478, 447008549, 
384747220, 208394332, 95311357, 296369071, 466513910, 435649055, 177226286, 330656757, 320851947, 16728312, 
374282336, 74333594, 88420455, 375605906, 212292750, 164697979, 327051793, 218670801, 325782049, 115965236, 
387371102, 337350378, 460667785, 302821793, 141021195, 188830945, 186063758, 449895486, 230621309, 187405502, 
134799846, 208455887, 14059253, 180314089, 27175605, 192404682, 321770931, 317754832, 95273029, 488310588, 
362288791, 314112602, 204673877, 183316079, 198121567, 279051431, 371318617, 269065107, 456046014, 386346027, 
391693600, 116022716, 343143792, 406602210, 325287684, 220911198, 369558323, 148314354, 285396461, 127590071, 
422903989, 154042415, 494797238, 365423813, 34225739, 485658960, 253313495, 140541463, 15258907, 211728742, 
408950362, 271170213, 124459272, 300140978, 460959315, 129888850, 60282765, 322350344, 117770405, 186726795, 
244756174, 157810899, 262312522, 334422136, 481765444, 370996325, 444882849, 208543943, 193702843, 421180288, 
33239566, 402806660, 143360905, 488748607, 262442262, 415168839, 387469491, 40111511, 153575997, 202750802, 
221211016, 330708598, 466012180, 467845299, 283594984, 316129223, 197454683, 89706077, 243958919, 465545487, 
142663212, 148154731, 48787552, 449194077, 360728786, 342009443, 429360578, 262307350, 261996122, 55397121, 
390215553, 362712633, 251557262, 214874335, 386400641, 452172061, 404527820, 327338538, 165363605, 129092739, 
265497818, 394846322, 419306339, 60344329, 267983838, 490095747, 104967634, 368185732, 86896748, 68412340, 
43435037, 308064161, 255270021, 282082990, 360272996, 7052080, 391294655, 335348719, 51130470, 188724683, 
